ISIN,SYMBOL,SERIES,TYPE,HAIRCUT,NAV
INF174K01476,102573,DR,OMF,9,257.61
INF174K01468,102574,GR,OMF,9,264.65
INF174K01FD6,102591,GR,OMF,9,44.38
INF174K01FH7,102592,DP,OMF,9,10.75
INF109K01AF8,102594,GR,OMF,9,489.63
INF109K01EC7,102595,DP,OMF,9,41.35
INF109K01AD3,102595,DR,OMF,9,41.35
INF277K01YD8,102672,GR,GMF,10,4256.31
INF204K01CG1,102673,GR,OMF,9,46.79
INF204K01CH9,102675,DP,OMF,9,11.18
INF204K01CK3,102675,DR,OMF,9,11.18
INF204K01OQ5,102677,DP,OMF,9,10.30
INF204K01CJ5,102677,DR,OMF,9,10.30
INF109K01AH4,102741,GR,OMF,9,46.83
INF204K01AQ4,102751,GR,OMF,9,188.15
INF204K01AN1,102753,DP,OMF,9,34.00
INF204K01AO9,102753,DR,OMF,9,34.00
INF200K01370,102756,GR,OMF,9,376.67
INF179K01574,102760,GR,OMF,9,237.83
INF179K01558,102761,DP,OMF,9,26.41
INF179K01566,102761,DR,OMF,9,26.41
INF200K01388,102765,DP,OMF,9,68.90
INF200K01396,102765,DR,OMF,9,68.90
INF209K01819,102766,DP,OMF,9,10.71
INF209K01DH6,102766,DR,OMF,9,10.71
INF209K01793,102767,GR,OMF,9,47.46
INF200K01446,102823,GR,OMF,9,411.30
INF204K01604,102846,GR,OMF,9,180.45
INF204K01570,102848,DP,OMF,9,32.51
INF204K01588,102848,DR,OMF,9,32.51
INF204K01FI0,102849,GR,OMF,9,38.22
INF204K01FJ8,102851,DP,OMF,9,25.71
INF204K01FK6,102851,DR,OMF,9,25.71
INF200K01669,102860,DP,GMF,10,15.98
INF200K01677,102860,DR,GMF,10,15.98
INF174K01237,102874,DP,OMF,9,105.25
INF174K01229,102874,DR,OMF,9,105.25
INF174K01211,102875,GR,OMF,9,241.24
INF090I01205,102883,GR,OMF,9,189.01
INF090I01189,102884,DP,OMF,9,21.57
INF090I01197,102884,DR,OMF,9,21.57
INF200K01107,102885,GR,OMF,9,306.08
INF760K01795,102913,GR,OMF,9,43.65
INF760K01779,102914,DP,OMF,9,39.10
INF760K01787,102914,DR,OMF,9,39.10
INF760K01167,102920,GR,OMF,9,248.55
INF760K01175,102921,DP,OMF,9,80.73
INF760K01183,102921,DR,OMF,9,80.73
INF200K01560,102941,GR,OMF,9,233.11
INF200K01578,102942,DP,OMF,9,95.25
INF200K01586,102942,DR,OMF,9,95.25
INF179K01AQ8,102947,DP,OMF,9,16.32
INF179K01AR6,102947,DR,OMF,9,16.32
INF179K01AS4,102948,GR,OMF,9,118.55
INF200K01305,103024,GR,OMF,9,655.16
INF789F01448,103025,DP,OMF,9,34.12
INF789F01455,103025,DR,OMF,9,34.12
INF789F01463,103026,GR,OMF,9,181.27
INF200K01271,103034,GR,OMF,9,353.50
INF174K01260,103039,DP,OMF,9,53.29
INF174K01252,103039,DR,OMF,9,53.29
INF174K01245,103040,GR,OMF,9,154.60
INF204K01VA4,103048,GR,GMF,10,4307.41
INF204K01UY6,103050,DR,GMF,10,1006.32
INF204K01VB2,103052,DP,GMF,10,1024.48
INF204K01VC0,103052,DR,GMF,10,1024.48
INF204K01GB3,103085,GR,OMF,9,228.74
INF204K01GC1,103086,DP,OMF,9.2,42.47
INF204K01GD9,103086,DR,OMF,9.2,42.47
INF789F01AE0,103097,DP,OMF,9,49.86
INF789F01AF7,103097,DR,OMF,9,49.86
INF789F01AG5,103098,GR,OMF,9,171.08
INF209K01439,103110,DP,OMF,9,39.08
INF209K01CR7,103110,DR,OMF,9,39.08
INF209K01447,103111,GR,OMF,9,209.62
INF200K01255,103114,DP,OMF,9,107.99
INF200K01263,103114,DR,OMF,9,107.99
INF179K01AN5,103130,DP,OMF,9,18.42
INF179K01AO3,103130,DR,OMF,9,18.42
INF179K01AP0,103131,GR,OMF,9,76.55
INF200K01339,103145,GR,OMF,9.92,113.48
INF200K01313,103146,DP,OMF,9.85,64.41
INF200K01321,103146,DR,OMF,9.85,64.41
INF109K01AV5,103149,GR,OMF,9,195.84
INF109K01FB6,103150,DP,OMF,9.73,27.57
INF109K01AT9,103150,DR,OMF,9.73,27.57
INF090I01841,103151,GR,OMF,9,253.70
INF209K01BS7,103154,DP,OMF,9,176.54
INF209K01EE1,103154,DR,OMF,9,176.54
INF209K01BT5,103155,GR,OMF,9,1554.25
INF277K01MD3,103158,DP,OMF,9,1009.19
INF277K01MB7,103158,DR,OMF,9,1009.19
INF277K01MA9,103159,GR,OMF,9,4068.61
INF277K01LZ8,103160,DR,OMF,9,1003.53
INF209K01090,103164,DP,OMF,9,201.96
INF209K01CB1,103164,DR,OMF,9,201.96
INF209K01AQ3,103165,DP,OMF,9,160.61
INF209K01DT1,103165,DR,OMF,9,160.61
INF209K01AJ8,103166,GR,OMF,9,1864.30
INF209K01132,103167,DP,OMF,12.46,42.10
INF209K01CD7,103167,DR,OMF,12.46,42.10
INF209K01140,103168,GR,OMF,9,169.70
INF209K01BO6,103173,DP,OMF,9,39.87
INF209K01EC5,103173,DR,OMF,9,39.87
INF209K01BR9,103174,GR,OMF,9,535.68
INF209K01LT4,103176,GR,OMF,9,566.62
INF209K01785,103178,GR,OMF,9,116.20
INF209K01983,103183,DP,OMF,9,12.61
INF209K01DL8,103183,DR,OMF,9,12.61
INF209K01LQ0,103192,GR,OMF,9,678.92
INF209KA1LQ4,103193,DR,OMF,9,101.02
INF209K01KE8,103195,GR,OMF,9,476.04
INF204K01GK4,103196,GR,OMF,9,130.06
INF204K01GL2,103197,DP,OMF,9,36.02
INF204K01GM0,103197,DR,OMF,9,36.02
INF200K01222,103215,GR,OMF,9,110.95
INF200K01230,103216,DP,OMF,9,49.68
INF200K01248,103216,DR,OMF,9,49.68
INF966L01317,103225,GR,GMF,10,42.68
INF966L01291,103228,DP,GMF,10,15.18
INF966L01309,103228,DR,GMF,10,15.18
INF174K01203,103233,DP,OMF,9,61.77
INF174K01195,103233,DR,OMF,9,61.77
INF174K01187,103234,GR,OMF,9,354.09
INF209K01454,103308,DP,OMF,11.18,25.37
INF209K01CS5,103308,DR,OMF,11.18,25.37
INF209K01462,103309,GR,OMF,9,148.57
INF109K01BB5,103312,GR,OMF,9,167.32
INF109K01FL5,103313,DP,OMF,9,37.71
INF109K01BA7,103313,DR,OMF,9,37.71
INF174K01385,103338,DP,OMF,9,43.64
INF174K01369,103339,GR,OMF,9,116.60
INF109K01VQ1,103340,GR,GMF,10,400.00
INF109K01VS7,103342,DP,GMF,10,100.23
INF109K01VP3,103343,DP,GMF,10,100.15
INF740K01FK9,103347,GR,GMF,10,3858.73
INF740K01FM5,103348,DP,GMF,10,1001.16
INF740K01FL7,103348,DR,GMF,10,1001.16
INF740KA1OE0,103349,DR,GMF,10,1001.15
INF090I01569,103360,GR,OMF,9,160.75
INF090I01544,103361,DP,OMF,9.53,44.62
INF090I01551,103361,DR,OMF,9.53,44.62
INF760K01258,103389,DP,OMF,10.58,61.49
INF760K01266,103389,DR,OMF,10.58,61.49
INF760K01274,103390,GR,OMF,10.19,160.19
INF200K01818,103400,DP,OMF,9,29.84
INF200K01826,103400,DR,OMF,9,29.84
INF200K01834,103401,DP,OMF,9,29.81
INF200K01842,103401,DR,OMF,9,29.81
INF200K01800,103408,GR,OMF,9,66.73
INF200K01784,103409,DP,OMF,9,37.73
INF200K01792,103409,DR,OMF,9,37.73
INF209K01470,103475,DP,OMF,9.53,26.11
INF209K01CT3,103475,DR,OMF,9.53,26.11
INF209K01504,103476,GR,OMF,9,95.06
INF082J01036,103490,GR,OMF,9,131.56
INF082J01044,103491,DP,OMF,9,131.83
INF082J01051,103491,DR,OMF,9,131.83
INF200K01180,103504,GR,OMF,9,95.15
INF200K01164,103616,DP,OMF,9,54.13
INF200K01172,103616,DR,OMF,9,54.13
INF109K01TX1,103633,GR,GMF,10,394.05
INF109K01TY9,103634,DP,GMF,10,100.13
INF109K01TZ6,103635,DP,GMF,10,100.84
INF090I01957,103678,GR,OMF,9,141.60
INF090I01932,103679,DP,OMF,9,25.75
INF090I01940,103679,DR,OMF,9,25.75
INF082J01127,103734,GR,GMF,10,36.42
INF082J01135,103736,DR,GMF,10,10.01
INF903J01546,103743,DP,OMF,9,26.12
INF903J01553,103743,DR,OMF,9,26.12
INF192K01510,103780,GR,OMF,9,33.69
INF192K01494,103781,DP,OMF,9,15.63
INF192K01502,103781,DR,OMF,9,15.63
INF740K01094,103819,GR,OMF,9,636.63
INF740K01078,103820,DP,OMF,9,40.47
INF740K01086,103820,DR,OMF,9,40.47
INF200K01479,103883,DP,OMF,9,90.57
INF200K01LM8,103884,DP,OMF,9,1267.07
INF200K01LL0,103884,DR,OMF,9,1267.07
INF209KA1LI1,103885,DP,GMF,10,114.24
INF789FB1RH4,104074,DP,OMF,9,20.50
INF789FB1RI2,104074,DR,OMF,9,20.50
INF789FB1RJ0,104075,GR,OMF,9,36.29
INF740K01QQ3,104138,GR,OMF,9,3516.39
INF740KA1NW4,104140,DR,OMF,9,1005.49
INF200K01156,104457,DP,OMF,9,35.01
INF200K01131,104458,DP,OMF,9,18.41
INF200K01149,104458,DR,OMF,9,18.41
INF740K01128,104481,GR,OMF,9,148.54
INF740K01102,104482,DP,OMF,9,30.77
INF740K01110,104482,DR,OMF,9,30.77
INF205K01HM5,104486,GR,GMF,10,3714.54
INF205K01HG7,104488,GR,GMF,10,3278.84
INF966L01341,104513,GR,OMF,9,109.20
INF966L01325,104514,DP,OMF,9,66.65
INF966L01333,104514,DR,OMF,9,66.65
INF200K01214,104523,GR,OMF,9,242.30
INF760K01803,104559,DR,OMF,9,10.26
INF205K01296,104635,DP,OMF,9,23.54
INF205K01270,104636,GR,OMF,9,120.30
INF204K01GE7,104637,GR,OMF,9,122.08
INF204K01GF4,104638,DP,OMF,9,35.18
INF204K01GG2,104638,DR,OMF,9,35.18
INF109K01EF0,104681,DP,OMF,9,15.25
INF109K01BE9,104681,DR,OMF,9,15.25
INF109K01BF6,104683,GR,OMF,9,35.52
INF109K01BH2,104685,GR,OMF,9,77.40
INF109K01EG8,104686,DP,OMF,9,18.06
INF109K01BG4,104686,DR,OMF,9,18.06
INF336L01AZ3,104706,DP,OMF,9,32.88
INF336L01BA4,104707,GR,OMF,9,89.85
INF205K01HY0,104726,GR,OMF,9,3917.95
INF740K01185,104772,GR,OMF,9,143.51
INF740K01169,104773,DP,OMF,9,24.00
INF740K01177,104773,DR,OMF,9,24.00
INF174K01DU5,104907,DP,OMF,9,74.27
INF174K01DT7,104907,DR,OMF,9,74.27
INF174K01DS9,104908,GR,OMF,9,135.22
INF903J01DU9,105000,DP,OMF,9,29.32
INF903J01DV7,105000,DR,OMF,9,29.32
INF903J01DT1,105001,GR,OMF,9,86.89
INF090I01874,105067,DP,OMF,9,187.58
INF090I01882,105067,DR,OMF,9,187.58
INF200K01LK2,105080,DR,OMF,9,2331.48
INF205K01UN6,105185,GR,OMF,9,3677.25
INF200K01MA1,105280,GR,GMF,10,4222.52
INF200K01LX5,105281,DR,GMF,10,1140.74
INF200K01MB9,105282,DP,GMF,10,1380.49
INF200K01MC7,105282,DR,GMF,10,1380.49
INF200K01LY3,105283,DP,GMF,10,1385.75
INF200K01LZ0,105283,DR,GMF,10,1385.75
INF044D01906,105417,GR,OMF,10.12,65.74
INF044D01872,105418,DP,OMF,10.12,61.75
INF044D01880,105418,DR,OMF,10.12,61.75
INF205K01205,105459,DP,OMF,9,54.90
INF205K01197,105459,DR,OMF,9,54.90
INF205K01189,105460,GR,OMF,9,134.49
INF205K01BC9,105503,GR,OMF,9.13,177.80
INF205K01BD7,105504,DP,OMF,9.92,60.95
INF205K01BE5,105504,DR,OMF,9.92,60.95
INF179K01459,105543,DP,OMF,9,10.17
INF179K01467,105543,DR,OMF,9,10.17
INF179K01434,105548,DR,OMF,9,10.14
INF789F01349,105578,DR,OMF,9,1069.86
INF205K01122,105603,GR,OMF,9,33.05
INF205K01148,105604,DP,OMF,9,17.64
INF205K01130,105604,DR,OMF,9,17.64
INF789F01ON2,105605,DR,OMF,9,1418.97
INF200K01495,105628,GR,OMF,9,446.72
INF789F01OU7,105658,DP,OMF,9,1447.38
INF789F01OV5,105658,DR,OMF,9,1447.38
INF740K01GO9,105668,DP,OMF,9,1251.99
INF740K01GN1,105668,DR,OMF,9,1251.99
INF740K01GK7,105669,GR,OMF,9,3383.55
INF179K01CS0,105757,DP,OMF,9.2,56.00
INF179K01CT8,105757,DR,OMF,9.2,56.00
INF179K01CR2,105758,GR,OMF,9,203.23
INF209K01EN2,105804,GR,OMF,9,84.26
INF209K01EO0,105805,DP,OMF,9.46,34.87
INF209K01EP7,105805,DR,OMF,9.46,34.87
INF090I01965,105816,DP,OMF,9,36.15
INF090I01973,105816,DR,OMF,9,36.15
INF090I01981,105817,GR,OMF,9,108.83
INF767K01519,105822,DP,OMF,9,11.50
INF767K01527,105822,DR,OMF,9,11.50
INF767K01535,105823,GR,OMF,9,35.85
INF740K01037,105875,GR,OMF,9,103.49
INF209K01MD6,105881,DP,OMF,9,100.82
INF209K01MA2,105887,DP,OMF,9,100.74
INF209K01LY4,105888,DP,OMF,9,100.36
INF174K01328,105967,DP,OMF,9,10.73
INF174K01310,105967,DR,OMF,9,10.73
INF174K01302,105968,GR,OMF,9,38.79
INF740K01797,105989,GR,OMF,9,192.13
INF200K01CU0,106095,DP,OMF,9,43.75
INF200K01CV8,106095,DR,OMF,9,43.75
INF200K01CT2,106096,GR,OMF,9,49.18
INF205K01262,106143,DP,OMF,9.33,44.16
INF205K01254,106143,DR,OMF,9.33,44.16
INF205K01247,106144,GR,OMF,9,98.25
INF760K01050,106166,GR,OMF,9,366.16
INF760K01068,106167,DP,OMF,9,95.52
INF760K01076,106167,DR,OMF,9,95.52
INF137A01011,106168,DP,OMF,9,64.73
INF137A01029,106168,DR,OMF,9,64.73
INF966L01507,106169,DP,OMF,10.05,36.83
INF966L01515,106169,DR,OMF,10.05,36.83
INF966L01523,106170,GR,OMF,10.05,36.91
INF205K01RM4,106177,GR,OMF,9,3274.95
INF200K01MO2,106212,GR,OMF,9,3612.79
INF200K01ML8,106213,DR,OMF,9,1407.23
INF200K01MR5,106214,DP,OMF,9,1407.22
INF200K01MS3,106214,DR,OMF,9,1407.22
INF200K01MP9,106216,DP,OMF,9,1584.52
INF200K01MQ7,106216,DR,OMF,9,1584.52
INF200K01MG8,106217,GR,OMF,9,3676.50
INF200K01MD5,106221,DR,OMF,9,1407.56
INF200K01IG6,106227,GR,OMF,9,37.56
INF200K01HZ8,106231,GR,OMF,9,33.20
INF200K01HX3,106232,DP,OMF,9,15.05
INF200K01HY1,106232,DR,OMF,9,15.05
INF200K01HV7,106233,DP,OMF,9,18.35
INF200K01HW5,106233,DR,OMF,9,18.35
INF204K01562,106235,GR,OMF,9,92.59
INF204K01539,106236,DP,OMF,9,27.07
INF204K01547,106236,DR,OMF,9,27.07
INF204K01554,106240,GR,OMF,9,92.59
INF204K01257,106260,DP,OMF,9,1374.15
INF204K01265,106260,DR,OMF,9,1374.15
INF205K01239,106316,DP,OMF,9,18.68
INF205K01221,106316,DR,OMF,9,18.68
INF205K01213,106317,GR,OMF,9,53.80
INF903J01EY9,106369,DP,OMF,9,32.35
INF903J01EZ6,106369,DR,OMF,9,32.35
INF903J01EX1,106370,GR,OMF,9,40.02
INF789F01AH3,106383,DP,OMF,9,24.35
INF789F01AI1,106383,DR,OMF,9,24.35
INF789F01AJ9,106384,GR,OMF,9,46.07
INF789F01CE6,106425,GR,OMF,9,56.53
INF789F01CF3,106426,DP,OMF,9,49.41
INF789F01CG1,106426,DR,OMF,9,49.41
INF174K01DV3,106441,GR,OMF,9,33.94
INF174K01DX9,106442,DP,OMF,9,33.94
INF174K01DW1,106442,DR,OMF,9,33.94
INF740K01268,106596,DP,OMF,14.7,36.76
INF740K01276,106596,DR,OMF,14.7,36.76
INF740K01250,106597,GR,OMF,14.7,60.68
INF789F01QA4,106624,GR,OMF,9,32.73
INF205K01CE3,106653,DP,OMF,12.13,37.60
INF205K01CF0,106653,DR,OMF,12.13,37.60
INF205K01CD5,106654,GR,OMF,10.8,58.50
INF179K01343,106793,GR,OMF,9,31.72
INF179KA1KM1,106795,DP,OMF,9,10.94
INF179KA1KL3,106795,DR,OMF,9,10.94
INF179K01319,106796,GR,OMF,9,30.74
INF179K01327,106797,DP,OMF,9,21.91
INF109K01FA8,106822,DP,OMF,9,31.28
INF109K01BJ8,106822,DR,OMF,9,31.28
INF109K01BI0,106823,GR,OMF,9,84.25
INF179K01699,106838,DR,OMF,9,10.08
INF179K01715,106839,DP,OMF,9,10.18
INF179K01723,106839,DR,OMF,9,10.18
INF179KC1IV4,106840,DR,OMF,9,10.07
INF179K01707,106841,GR,OMF,9,51.83
INF767K01105,106871,GR,OMF,9,55.89
INF209K01512,106872,DP,OMF,9,21.84
INF209K01CV9,106872,DR,OMF,9,21.84
INF209K01520,106873,GR,OMF,9,47.71
INF090I01999,106978,DP,OMF,9,18.22
INF090I01AA5,106978,DR,OMF,9,18.22
INF090I01AB3,106979,GR,OMF,9,38.61
INF789FC1GD5,106980,DP,OMF,9,16.94
INF789FA1R58,106980,DR,OMF,9,16.94
INF192K01643,107287,DP,OMF,9,48.08
INF192K01650,107288,GR,OMF,9,48.08
INF205K01DO0,107352,DP,OMF,9,111.90
INF205K01DP7,107352,DR,OMF,9,111.90
INF205K01DN2,107353,GR,OMF,9,123.41
INF192K01551,107409,DP,OMF,9,19.70
INF192K01569,107409,DR,OMF,9,19.70
INF192K01577,107410,GR,OMF,9,19.70
INF205K01SR1,107477,GR,GMF,10,2842.49
INF179K01GF8,107524,GR,OMF,9,47.35
INF179K01GE1,107525,DP,OMF,9.14,20.31
INF179K01GG6,107525,DR,OMF,9.14,20.31
INF769K01010,107578,GR,OMF,9,115.10
INF769K01036,107579,DP,OMF,9,29.48
INF769K01028,107579,DR,OMF,9,29.48
INF769K01937,107705,GR,OMF,9,2336.52
INF209K01108,107745,GR,OMF,9,61.87
INF767K01501,107763,GR,OMF,11.45,49.43
INF767K01485,107764,DP,OMF,11.45,49.43
INF767K01493,107764,DR,OMF,11.45,49.43
INF336L01446,107988,GR,OMF,9,29.39
INF336L01438,107989,DP,OMF,9,22.36
INF336L01420,107989,DR,OMF,9,22.36
INF209K01LE6,108166,DP,OMF,12.45,42.11
INF209K01LG1,108166,DR,OMF,12.45,42.11
INF209K01LF3,108167,GR,OMF,9,127.93
INF740K01060,108202,GR,OMF,10.28,107.26
INF740K01045,108203,DP,OMF,10.81,34.32
INF740K01052,108203,DR,OMF,10.81,34.32
INF204K01760,108249,GR,OMF,9,74.07
INF204K01745,108252,DP,OMF,9,39.49
INF204K01752,108252,DR,OMF,9,39.49
INF209K01LX6,108272,DP,OMF,9,155.04
INF209KA11Z3,108272,DR,OMF,9,155.04
INF209K01LV0,108273,GR,OMF,9,377.46
INF209K01LN7,108274,DP,OMF,9,102.40
INF205K01171,108377,DP,OMF,9,75.25
INF205K01163,108377,DR,OMF,9,75.25
INF205K01155,108378,GR,OMF,9,147.57
INF044D01997,108402,DP,OMF,9,83.65
INF044D01740,108403,DP,OMF,9,69.82
INF044D01757,108403,DR,OMF,9,69.82
INF109K01EP9,108465,DP,OMF,9,30.69
INF109K01BM2,108465,DR,OMF,9,30.69
INF109K01BL4,108466,GR,OMF,9,113.84
INF174K01FA2,108511,GR,OMF,9,38.22
INF194K01SE5,108545,GR,OMF,9,45.12
INF194K01EH8,108557,DP,GMF,10,11.77
INF194K01EG0,108557,DR,GMF,10,11.77
INF194K01QI0,108561,DP,OMF,9,11.47
INF194K01QH2,108561,DR,OMF,9,11.47
INF194K01466,108592,GR,OMF,9,86.68
INF194K01474,108593,DP,OMF,9,19.79
INF194K01482,108593,DR,OMF,9,19.79
INF194K01391,108594,GR,OMF,9,212.04
INF194K01409,108595,DP,OMF,9,50.64
INF194K01417,108595,DR,OMF,9,50.64
INF194K01524,108596,GR,OMF,9,136.86
INF194K01532,108597,DP,OMF,9,29.89
INF194K01540,108597,DR,OMF,9,29.89
INF194K01FU8,108632,GR,OMF,9,39.92
INF194K01FW4,108633,DP,OMF,9,10.10
INF194K01FV6,108633,DR,OMF,9,10.10
INF194K01FZ7,108635,DP,OMF,9,10.13
INF194K01FY0,108635,DR,OMF,9,10.13
INF194K01LL5,108650,DP,GMF,10,10.10
INF194K01LK7,108650,DR,GMF,10,10.10
INF194K01VX9,108690,GR,GMF,10,3262.73
INF194K01VZ4,108692,DP,GMF,10,1001.42
INF194K01VY7,108692,DR,GMF,10,1001.42
INF194K01WF4,108693,DP,GMF,10,1002.42
INF194K01WE7,108693,DR,GMF,10,1002.42
INF194K01LR2,108701,DP,GMF,10,10.14
INF194K01LQ4,108701,DR,GMF,10,10.14
INF194K01HK5,108713,DP,OMF,9,10.45
INF194K01HJ7,108713,DR,OMF,9,10.45
INF194K01KC6,108727,DP,OMF,9,10.25
INF194K01KB8,108727,DR,OMF,9,10.25
INF194K01JU0,108728,GR,OMF,9,46.80
INF194K01FA0,108753,GR,GMF,10,46.92
INF194K01LJ9,108756,GR,GMF,10,41.83
INF194K01LO9,108757,DP,GMF,10,10.27
INF194K01LN1,108757,DR,GMF,10,10.27
INF194K01IT4,108764,DP,OMF,9,12.06
INF194K01IS6,108764,DR,OMF,9,12.06
INF194K01IL1,108765,GR,OMF,9,65.37
INF194K01HH1,108767,DP,OMF,9,10.39
INF194K01HG3,108767,DR,OMF,9,10.39
INF194K01HF5,108768,GR,OMF,9,58.91
INF194K01516,108799,GR,OMF,9,78.88
INF194K01490,108800,DP,OMF,9,23.20
INF194K01508,108800,DR,OMF,9,23.20
INF194K01649,108845,GR,OMF,9,33.53
INF194K01656,108847,DP,OMF,12.65,10.54
INF194K01664,108847,DR,OMF,12.65,10.54
INF194K01359,108908,DP,OMF,9,39.89
INF194K01367,108908,DR,OMF,9,39.89
INF194K01342,108909,GR,OMF,9,149.54
INF194K01599,108992,DP,OMF,12.65,11.01
INF194K01607,108992,DR,OMF,12.65,11.01
INF194K01581,108995,GR,OMF,9,31.89
INF903J01603,109058,DP,OMF,9.13,32.06
INF903J01611,109058,DR,OMF,9.13,32.06
INF903J01629,109059,GR,OMF,9,110.87
INF209K01MB0,109108,DP,OMF,9,100.49
INF761K01306,109254,GR,GMF,10,3113.58
INF761K01298,109269,GR,OMF,9,3264.23
INF966L01358,109274,DP,OMF,9,62.65
INF966L01366,109274,DR,OMF,9,62.65
INF966L01374,109275,GR,OMF,9,84.26
INF760K01CU3,109349,DR,GMF,10,1005.50
INF760K01BZ4,109350,DP,GMF,10,1000.26
INF760K01CZ2,109350,DR,GMF,10,1000.26
INF760K01CX7,109351,DP,GMF,10,1001.67
INF760K01CY5,109351,DR,GMF,10,1001.67
INF760K01CW9,109353,GR,GMF,10,3252.36
INF760K01DC9,109371,GR,OMF,9,3920.45
INF109K01BU5,109445,GR,OMF,9,137.44
INF109K01DY3,109446,DP,OMF,10.25,31.99
INF109K01BV3,109446,DR,OMF,10.25,31.99
INF204K01EG7,109472,DR,OMF,9,17.10
INF789F01554,109501,DR,OMF,9,1047.81
INF192K01635,109522,GR,OMF,9,94.12
INF192K01619,109523,DP,OMF,9,72.53
INF192K01627,109523,DR,OMF,9,72.53
INF204K01BX8,109717,GR,GMF,10,38.62
INF204K01BU4,109720,GR,GMF,10,38.02
INF204K01CB2,109721,DP,GMF,10,38.02
INF204K01BV2,109723,DP,GMF,10,10.54
INF204K01BW0,109723,DR,GMF,10,10.54
INF204K01CC0,109724,DP,GMF,10,38.02
INF109K01BO8,109740,GR,OMF,9,41.10
INF966L01457,109830,GR,OMF,9,97.03
INF966L01432,109831,DP,OMF,9,69.35
INF966L01440,109831,DR,OMF,9,69.35
INF209K01LU2,110282,DP,OMF,9,112.33
INF761K01116,110598,DP,OMF,9,32.68
INF761K01124,110598,DR,OMF,9,32.68
INF761K01041,110599,GR,OMF,9,99.06
INF761K01108,110603,GR,OMF,9,89.74
INF761K01082,110607,DP,OMF,9,26.79
INF761K01090,110607,DR,OMF,9,26.79
INF209K01801,111521,DP,OMF,9,10.63
INF209K01DG8,111521,DR,OMF,9,10.63
INF194K01QO8,111523,DP,OMF,9,13.06
INF194K01QN0,111523,DR,OMF,9,13.06
INF194K01QG4,111524,GR,OMF,9,34.15
INF194K01DZ2,111525,GR,GMF,10,35.52
INF109K01EN4,111545,DP,OMF,9,102.59
INF109K01AY9,111545,DR,OMF,9,102.59
INF082J01069,111549,GR,OMF,9,131.18
INF082J01077,111550,DP,OMF,9,130.34
INF082J01085,111550,DR,OMF,9,130.34
INF194K01292,111569,GR,OMF,9,155.68
INF194K01300,111570,DP,OMF,9,33.56
INF194K01318,111570,DR,OMF,9,33.56
INF761K01579,111585,GR,OMF,9,27.58
INF761K01595,111589,DP,OMF,9,14.15
INF761K01587,111589,DR,OMF,9,14.15
INF789F01AP6,111599,GR,OMF,9,79.50
INF789F01AN1,111602,DP,OMF,9,30.26
INF789F01AO9,111602,DR,OMF,9,30.26
INF754K01517,111638,GR,OMF,9,114.16
INF754K01525,111639,DP,OMF,9,30.55
INF754K01541,111639,DR,OMF,9,30.55
INF044D01955,111640,DP,OMF,9,106.20
INF044D01963,111640,DR,OMF,9,106.20
INF044D01781,111642,DP,OMF,9.53,104.54
INF044D01799,111642,DR,OMF,9.53,104.54
INF769K01PC4,111644,DP,GMF,10,1152.77
INF769K01812,111644,DR,GMF,10,1152.77
INF769K01788,111646,GR,GMF,10,2833.30
INF769K01804,111647,DR,GMF,10,1066.43
INF767K01AK3,111676,DP,OMF,9,10.78
INF767K01AL1,111676,DR,OMF,9,10.78
INF955L01484,111704,GR,GMF,10,3106.39
INF955L01468,111707,DP,GMF,10,1001.20
INF955L01476,111707,DR,GMF,10,1001.20
INF761K01165,111708,DP,OMF,10.18,30.71
INF761K01157,111709,GR,OMF,9,172.67
INF761K01181,111710,GR,OMF,10.25,159.41
INF761K01462,111712,GR,OMF,9,34.56
INF760K01100,111722,GR,OMF,9,177.64
INF204K01EP8,111744,DR,OMF,9,1012.46
INF204K01OP7,111745,DP,OMF,9,1013.50
INF204K01EQ6,111745,DR,OMF,9,1013.50
INF204K01EW4,111746,GR,OMF,9,2251.63
INF204K01EX2,111747,DR,OMF,9,1012.46
INF204K01EN3,111748,GR,OMF,9,3679.22
INF204K01EZ7,111749,DP,OMF,9,1035.12
INF204K01FA7,111749,DR,OMF,9,1035.12
INF204K01EV6,111753,GR,OMF,9,3878.02
INF204K01OO0,111754,DP,OMF,9,1013.32
INF204K01EY0,111754,DR,OMF,9,1013.32
INF044D01864,111787,GR,OMF,9,126.51
INF044D01831,111788,DP,OMF,9,85.52
INF044D01849,111788,DR,OMF,9,85.52
INF209K01603,111803,GR,OMF,9,42.14
INF209K01637,111809,DP,OMF,9,13.58
INF209KB1OJ2,111809,DR,OMF,9,13.58
INF209K01595,111811,DP,OMF,9,13.97
INF209K01CZ0,111811,DR,OMF,9,13.97
INF209K01611,111812,DP,OMF,9,17.02
INF209K01DA1,111812,DR,OMF,9,17.02
INF754K01012,111936,DP,OMF,9,28.32
INF754K01020,111936,DR,OMF,9,28.32
INF754K01046,111940,GR,OMF,9,85.91
INF109K01BZ4,111957,GR,OMF,9,96.71
INF109K01FM3,111958,DP,OMF,9,28.49
INF109K01CA5,111958,DR,OMF,9,28.49
INF760K01449,111962,GR,OMF,9,29.32
INF109K01CQ1,111987,GR,OMF,9,30.92
INF109K01SK0,111991,DP,OMF,9,10.40
INF109K01CT5,111991,DR,OMF,9,10.40
INF109K01SN4,111992,DP,OMF,9,11.19
INF109K01SO2,111992,DR,OMF,9,11.19
INF082J01101,112038,DP,OMF,9,86.43
